DateTimeUTC,Meter_Hydros21_Depth,stage,flow_rate
"2025-12-02 02:15:00",,"-6.585738","0"
"2025-12-02 02:30:00",,"-6.584652","0"
"2025-12-02 02:45:00",,"-6.588035","0"
"2025-12-02 03:00:00",,"-6.590274","0"
"2025-12-02 03:15:00",,"-6.591528","0"
"2025-12-02 03:30:00",,"-6.589202","0"
"2025-12-02 03:45:00",,"-6.592901","0"
"2025-12-02 04:00:00",,"-6.594544","0"
"2025-12-02 04:15:00",,"-6.596045","0"
"2025-12-02 04:30:00",,"-6.594096","0"
"2025-12-02 04:45:00",,"-6.595741","0"
"2025-12-02 05:00:00",,"-6.595202","0"
"2025-12-02 05:15:00",,"-6.597296","0"
"2025-12-02 05:30:00",,"-6.596148","0"
"2025-12-02 05:45:00",,"-6.596196","0"
"2025-12-02 06:00:00",,"-6.595389","0"
"2025-12-02 06:15:00",,"-6.593634","0"
"2025-12-02 06:30:00",,"-6.594551","0"
"2025-12-02 06:45:00",,"-6.59587","0"
"2025-12-02 07:00:00",,"-6.5945","0"
"2025-12-02 07:15:00",,"-6.594364","0"
"2025-12-02 07:30:00",,"-6.595389","0"
"2025-12-02 07:45:00",,"-6.595716","0"
"2025-12-02 08:00:00",,"-6.594768","0"
"2025-12-02 08:15:00",,"-6.593488","0"
"2025-12-02 08:30:00",,"-6.592275","0"
"2025-12-02 08:45:00",,"-6.592638","0"
"2025-12-02 09:00:00",,"-6.592404","0"
"2025-12-02 09:15:00",,"-6.591316","0"
"2025-12-02 09:30:00",,"-6.593915","0"
"2025-12-02 09:45:00",,"-6.590727","0"
"2025-12-02 10:00:00",,"-6.593252","0"
"2025-12-02 10:15:00",,"-6.590332","0"
"2025-12-02 10:30:00",,"-6.587726","0"
"2025-12-02 10:45:00",,"-6.588959","0"
"2025-12-02 11:00:00",,"-6.587046","0"
"2025-12-02 11:15:00",,"-6.585967","0"
"2025-12-02 11:30:00",,"-6.584671","0"
"2025-12-02 11:45:00",,"-6.580197","0"
"2025-12-02 12:00:00",,"-6.578862","0"
"2025-12-02 12:15:00",,"-6.575241","0"
"2025-12-02 12:30:00",,"-6.574569","0"
"2025-12-02 12:45:00",,"-6.571126","0"
"2025-12-02 13:00:00",,"-6.569575","0"
"2025-12-02 13:15:00",,"-6.566775","0"
"2025-12-02 13:30:00",,"-6.563854","0"
"2025-12-02 13:45:00",,"-6.561933","0"
"2025-12-02 14:00:00",,"-6.559347","0"
"2025-12-02 14:15:00",,"-6.555638","0"
"2025-12-02 14:30:00",,"-6.549755","0"
"2025-12-02 14:45:00",,"-6.545629","0"
"2025-12-02 15:00:00",,"-6.541224","0"
"2025-12-02 15:15:00",,"-6.53505","0"
"2025-12-02 15:30:00",,"-6.527858","0"
"2025-12-02 15:45:00",,"-6.522222","0"
"2025-12-02 16:00:00",,"-6.51619","0"
"2025-12-02 16:15:00",,"-6.508289","0"
"2025-12-02 16:30:00",,"-6.505733","0"
"2025-12-02 16:45:00",,"-6.498612","0"
"2025-12-02 17:00:00",,"-6.494181","0"
"2025-12-02 17:15:00",,"-6.495089","0"
"2025-12-02 17:30:00",,"-6.49554","0"
"2025-12-02 17:45:00",,"-6.501778","0"
"2025-12-02 18:00:00",,"-6.501443","0"
"2025-12-02 18:15:00",,"-6.507483","0"
"2025-12-02 18:30:00",,"-6.512612","0"
"2025-12-02 18:45:00",,"-6.517804","0"
"2025-12-02 19:00:00",,"-6.525205","0"
"2025-12-02 19:15:00",,"-6.527322","0"
"2025-12-02 19:30:00",,"-6.531906","0"
"2025-12-02 19:45:00",,"-6.538858","0"
"2025-12-02 20:00:00",,"-6.543753","0"
"2025-12-02 20:15:00",,"-6.547874","0"
"2025-12-02 20:30:00",,"-6.554547","0"
"2025-12-02 20:45:00",,"-6.560225","0"
"2025-12-02 21:00:00",,"-6.565934","0"
"2025-12-02 21:15:00",,"-6.571551","0"
"2025-12-02 21:30:00",,"-6.575967","0"
"2025-12-02 21:45:00",,"-6.581117","0"
"2025-12-02 22:00:00",,"-6.583532","0"
"2025-12-02 22:15:00",,"-6.589764","0"
"2025-12-02 22:30:00",,"-6.594283","0"
"2025-12-02 22:45:00",,"-6.59841","0"
"2025-12-02 23:00:00",,"-6.606136","0"
"2025-12-02 23:15:00",,"-6.604733","0"
"2025-12-02 23:30:00",,"-6.61064","0"
"2025-12-02 23:45:00",,"-6.612061","0"
"2025-12-03 00:00:00",,"-6.61702","0"
"2025-12-03 00:15:00",,"-6.621492","0"
"2025-12-03 00:30:00",,"-6.625058","0"
"2025-12-03 00:45:00",,"-6.6246","0"
"2025-12-03 01:00:00",,"-6.627357","0"
"2025-12-03 01:15:00",,"-6.628909","0"
"2025-12-03 01:30:00",,"-6.630492","0"
"2025-12-03 01:45:00",,"-6.633947","0"
"2025-12-03 02:00:00",,"-6.634822","0"
"2025-12-03 02:15:00",,"-6.63406","0"
"2025-12-03 02:30:00",,"-6.639086","0"
"2025-12-03 02:45:00",,"-6.638653","0"
"2025-12-03 03:00:00",,"-6.642228","0"
"2025-12-03 03:15:00",,"-6.641713","0"
"2025-12-03 03:30:00",,"-6.64281","0"
"2025-12-03 03:45:00",,"-6.646595","0"
"2025-12-03 04:00:00",,"-6.649204","0"
"2025-12-03 04:15:00",,"-6.649446","0"
"2025-12-03 04:30:00",,"-6.652982","0"
"2025-12-03 04:45:00",,"-6.653878","0"
"2025-12-03 05:00:00",,"-6.654906","0"
"2025-12-03 05:15:00",,"-6.657799","0"
"2025-12-03 05:30:00",,"-6.656958","0"
"2025-12-03 05:45:00",,"-6.659114","0"
"2025-12-03 06:00:00",,"-6.661657","0"
"2025-12-03 06:15:00",,"-6.66115","0"
"2025-12-03 06:30:00",,"-6.661753","0"
"2025-12-03 06:45:00",,"-6.662062","0"
"2025-12-03 07:00:00",,"-6.666614","0"
"2025-12-03 07:15:00",,"-6.668442","0"
"2025-12-03 07:30:00",,"-6.670962","0"
"2025-12-03 07:45:00",,"-6.670637","0"
"2025-12-03 08:00:00",,"-6.673072","0"
"2025-12-03 08:15:00",,"-6.671639","0"
"2025-12-03 08:30:00",,"-6.676859","0"
"2025-12-03 08:45:00",,"-6.676822","0"
"2025-12-03 09:00:00",,"-6.674012","0"
"2025-12-03 09:15:00",,"-6.676656","0"
"2025-12-03 09:30:00",,"-6.678289","0"
"2025-12-03 09:45:00",,"-6.678229","0"
"2025-12-03 10:00:00",,"-6.674671","0"
"2025-12-03 10:15:00",,"-6.677624","0"
"2025-12-03 10:30:00",,"-6.679001","0"
"2025-12-03 10:45:00",,"-6.681097","0"
"2025-12-03 11:00:00",,"-6.682567","0"
"2025-12-03 11:15:00",,"-6.685149","0"
"2025-12-03 11:30:00",,"-6.68447","0"
"2025-12-03 11:45:00",,"-6.686002","0"
"2025-12-03 12:00:00",,"-6.685977","0"
"2025-12-03 12:15:00",,"-6.685826","0"
"2025-12-03 12:30:00",,"-6.687333","0"
"2025-12-03 12:45:00",,"-6.688128","0"
"2025-12-03 13:00:00",,"-6.688063","0"
"2025-12-03 13:15:00",,"-6.691014","0"
"2025-12-03 13:30:00",,"-6.689196","0"
"2025-12-03 13:45:00",,"-6.690058","0"
"2025-12-03 14:00:00",,"-6.690727","0"
"2025-12-03 14:15:00",,"-6.692072","0"
"2025-12-03 14:30:00",,"-6.690156","0"
"2025-12-03 14:45:00",,"-6.690196","0"
"2025-12-03 15:00:00",,"-6.690136","0"
"2025-12-03 15:15:00",,"-6.687231","0"
"2025-12-03 15:30:00",,"-6.689392","0"
"2025-12-03 15:45:00",,"-6.688008","0"
"2025-12-03 16:00:00",,"-6.6921","0"
"2025-12-03 16:15:00",,"-6.692063","0"
"2025-12-03 16:30:00",,"-6.693789","0"
"2025-12-03 16:45:00",,"-6.692178","0"
"2025-12-03 17:00:00",,"-6.693322","0"
"2025-12-03 17:15:00",,"-6.701444","0"
"2025-12-03 17:30:00",,"-6.702907","0"
"2025-12-03 17:45:00",,"-6.707576","0"
"2025-12-03 18:00:00",,"-6.708505","0"
"2025-12-03 18:15:00",,"-6.711663","0"
"2025-12-03 18:30:00",,"-6.711227","0"
"2025-12-03 18:45:00",,"-6.715818","0"
"2025-12-03 19:00:00",,"-6.716666","0"
"2025-12-03 19:15:00",,"-6.712165","0"
"2025-12-03 19:30:00",,"-6.712417","0"
"2025-12-03 19:45:00",,"-6.718203","0"
"2025-12-03 20:00:00",,"-6.721749","0"
"2025-12-03 20:15:00",,"-6.720635","0"
"2025-12-03 20:30:00",,"-6.72869","0"
"2025-12-03 20:45:00",,"-6.728298","0"
"2025-12-03 21:00:00",,"-6.735652","0"
"2025-12-03 21:15:00",,"-6.738079","0"
"2025-12-03 21:30:00",,"-6.743443","0"
"2025-12-03 21:45:00",,"-6.747037","0"
"2025-12-03 22:00:00",,"-6.74907","0"
"2025-12-03 22:15:00",,"-6.754082","0"
"2025-12-03 22:30:00",,"-6.756794","0"
"2025-12-03 22:45:00",,"-6.755521","0"
"2025-12-03 23:00:00",,"-6.765429","0"
"2025-12-03 23:15:00",,"-6.767559","0"
"2025-12-03 23:30:00",,"-6.768306","0"
"2025-12-03 23:45:00",,"-6.773451","0"
"2025-12-04 00:00:00",,"-6.779214","0"
"2025-12-04 00:15:00",,"-6.784618","0"
"2025-12-04 00:30:00",,"-6.786227","0"
"2025-12-04 00:45:00",,"-6.793718","0"
"2025-12-04 01:00:00",,"-6.797704","0"
"2025-12-04 01:15:00",,"-6.799561","0"
"2025-12-04 01:30:00",,"-6.803284","0"
"2025-12-04 01:45:00",,"-6.807794","0"
"2025-12-04 02:00:00",,"-6.808549","0"
"2025-12-04 02:15:00",,"-6.812521","0"
"2025-12-04 02:30:00",,"-6.814874","0"
"2025-12-04 02:45:00",,"-6.81535","0"
"2025-12-04 03:00:00",,"-6.820045","0"
"2025-12-04 03:15:00",,"-6.823365","0"
"2025-12-04 03:30:00",,"-6.826073","0"
"2025-12-04 03:45:00",,"-6.831156","0"
"2025-12-04 04:00:00",,"-6.834675","0"
"2025-12-04 04:15:00",,"-6.839872","0"
"2025-12-04 04:30:00",,"-6.843185","0"
"2025-12-04 04:45:00",,"-6.846906","0"
"2025-12-04 05:00:00",,"-6.851367","0"
"2025-12-04 05:15:00",,"-6.855552","0"
"2025-12-04 05:30:00",,"-6.856562","0"
"2025-12-04 05:45:00",,"-6.860929","0"
"2025-12-04 06:00:00",,"-6.865698","0"
"2025-12-04 06:15:00",,"-6.871726","0"
"2025-12-04 06:30:00",,"-6.875987","0"
"2025-12-04 06:45:00",,"-6.883173","0"
"2025-12-04 07:00:00",,"-6.885536","0"
"2025-12-04 07:15:00",,"-6.890663","0"
"2025-12-04 07:30:00",,"-6.894948","0"
"2025-12-04 07:45:00",,"-6.902141","0"
"2025-12-04 08:00:00",,"-6.905562","0"
"2025-12-04 08:15:00",,"-6.908908","0"
"2025-12-04 08:30:00",,"-6.913476","0"
"2025-12-04 08:45:00",,"-6.917161","0"
"2025-12-04 09:00:00",,"-6.920124","0"
"2025-12-04 09:15:00",,"-6.921665","0"
"2025-12-04 09:30:00",,"-6.926378","0"
"2025-12-04 09:45:00",,"-6.929387","0"
"2025-12-04 10:00:00",,"-6.929332","0"
"2025-12-04 10:15:00",,"-6.936136","0"
"2025-12-04 10:30:00",,"-6.936693","0"
"2025-12-04 10:45:00",,"-6.938883","0"
"2025-12-04 11:00:00",,"-6.939879","0"
"2025-12-04 11:15:00",,"-6.938879","0"
"2025-12-04 11:30:00",,"-6.943181","0"
"2025-12-04 11:45:00",,"-6.94621","0"
"2025-12-04 12:00:00",,"-6.946728","0"
"2025-12-04 12:15:00",,"-6.951158","0"
"2025-12-04 12:30:00",,"-6.95362","0"
"2025-12-04 12:45:00",,"-6.957176","0"
"2025-12-04 13:00:00",,"-6.959889","0"
"2025-12-04 13:15:00",,"-6.9603","0"
"2025-12-04 13:30:00",,"-6.961611","0"
"2025-12-04 13:45:00",,"-6.963267","0"
"2025-12-04 14:00:00",,"-6.962521","0"
"2025-12-04 14:15:00",,"-6.963693","0"
"2025-12-04 14:30:00",,"-6.963297","0"
"2025-12-04 14:45:00",,"-6.966696","0"
"2025-12-04 15:00:00",,"-6.964989","0"
"2025-12-04 15:15:00",,"-6.966962","0"
"2025-12-04 15:30:00",,"-6.965111","0"
"2025-12-04 15:45:00",,"-6.971184","0"
"2025-12-04 16:00:00",,"-6.973004","0"
"2025-12-04 16:15:00",,"-6.974377","0"
"2025-12-04 16:30:00",,"-6.975331","0"
"2025-12-04 16:45:00",,"-6.974527","0"
"2025-12-04 17:00:00",,"-6.976976","0"
"2025-12-04 17:15:00",,"-6.977256","0"
"2025-12-04 17:30:00",,"-6.979966","0"
"2025-12-04 17:45:00",,"-6.97919","0"
"2025-12-04 18:00:00",,"-6.982388","0"
"2025-12-04 18:15:00",,"-6.981299","0"
"2025-12-04 18:30:00",,"-6.984943","0"
"2025-12-04 18:45:00",,"-6.987349","0"
"2025-12-04 19:00:00",,"-6.987755","0"
"2025-12-04 19:15:00",,"-6.990315","0"
"2025-12-04 19:30:00",,"-6.991709","0"
"2025-12-04 19:45:00",,"-6.995207","0"
"2025-12-04 20:00:00",,"-6.993991","0"
"2025-12-04 20:15:00",,"-7.003007","0"
"2025-12-04 20:30:00",,"-7.007312","0"
"2025-12-04 20:45:00",,"-7.013936","0"
"2025-12-04 21:00:00",,"-7.024521","0"
"2025-12-04 21:15:00",,"-7.031171","0"
"2025-12-04 21:30:00",,"-7.03921","0"
"2025-12-04 21:45:00",,"-7.048836","0"
"2025-12-04 22:00:00",,"-7.057509","0"
"2025-12-04 22:15:00",,"-7.062882","0"
"2025-12-04 22:30:00",,"-7.070669","0"
"2025-12-04 22:45:00",,"-7.079899","0"
"2025-12-04 23:00:00",,"-7.086371","0"
"2025-12-04 23:15:00",,"-7.092109","0"
"2025-12-04 23:30:00",,"-7.097014","0"
"2025-12-04 23:45:00",,"-7.104925","0"
"2025-12-05 00:00:00",,"-7.108997","0"
"2025-12-05 00:15:00",,"-7.114225","0"
"2025-12-05 00:30:00",,"-7.124159","0"
"2025-12-05 00:45:00",,"-7.127006","0"
"2025-12-05 01:00:00",,"-7.132119","0"
"2025-12-05 01:15:00",,"-7.137819","0"
"2025-12-05 01:30:00",,"-7.140996","0"
"2025-12-05 01:45:00",,"-7.147221","0"
"2025-12-05 02:00:00",,"-7.150832","0"
"2025-12-05 02:15:00",,"-7.151808","0"
"2025-12-05 02:30:00",,"-7.153737","0"
"2025-12-05 02:45:00",,"-7.158307","0"
"2025-12-05 03:00:00",,"-7.159927","0"
"2025-12-05 03:15:00",,"-7.162393","0"
"2025-12-05 03:30:00",,"-7.162323","0"
"2025-12-05 03:45:00",,"-7.166633","0"
"2025-12-05 04:00:00",,"-7.169514","0"
"2025-12-05 04:15:00",,"-7.170886","0"
"2025-12-05 04:30:00",,"-7.174073","0"
"2025-12-05 04:45:00",,"-7.175651","0"
"2025-12-05 05:00:00",,"-7.176004","0"
"2025-12-05 05:15:00",,"-7.180373","0"
"2025-12-05 05:30:00",,"-7.184773","0"
"2025-12-05 05:45:00",,"-7.184516","0"
"2025-12-05 06:00:00",,"-7.185092","0"
"2025-12-05 06:15:00",,"-7.185542","0"
"2025-12-05 06:30:00",,"-7.188884","0"
"2025-12-05 06:45:00",,"-7.188782","0"
"2025-12-05 07:00:00",,"-7.191339","0"
"2025-12-05 07:15:00",,"-7.19481","0"
"2025-12-05 07:30:00",,"-7.198181","0"
"2025-12-05 07:45:00",,"-7.201511","0"
"2025-12-05 08:00:00",,"-7.202128","0"
"2025-12-05 08:15:00",,"-7.203669","0"
"2025-12-05 08:30:00",,"-7.204873","0"
"2025-12-05 08:45:00",,"-7.206384","0"
"2025-12-05 09:00:00",,"-7.212345","0"
"2025-12-05 09:15:00",,"-7.21507","0"
"2025-12-05 09:30:00",,"-7.215934","0"
"2025-12-05 09:45:00",,"-7.216821","0"
"2025-12-05 10:00:00",,"-7.218394","0"
"2025-12-05 10:15:00",,"-7.220994","0"
"2025-12-05 10:30:00",,"-7.22242","0"
"2025-12-05 10:45:00",,"-7.225098","0"
"2025-12-05 11:00:00",,"-7.229095","0"
"2025-12-05 11:15:00",,"-7.233531","0"
"2025-12-05 11:30:00",,"-7.236413","0"
"2025-12-05 11:45:00",,"-7.242413","0"
"2025-12-05 12:00:00",,"-7.243606","0"
"2025-12-05 12:15:00",,"-7.243793","0"
"2025-12-05 12:30:00",,"-7.245394","0"
"2025-12-05 12:45:00",,"-7.243892","0"
"2025-12-05 13:00:00",,"-7.238573","0"
"2025-12-05 13:15:00",,"-7.234767","0"
"2025-12-05 13:30:00",,"-7.230967","0"
"2025-12-05 13:45:00",,"-7.225426","0"
"2025-12-05 14:00:00",,"-7.221897","0"
"2025-12-05 14:15:00",,"-7.217415","0"
"2025-12-05 14:30:00",,"-7.211791","0"
"2025-12-05 14:45:00",,"-7.2069","0"
"2025-12-05 15:00:00",,"-7.204066","0"
"2025-12-05 15:15:00",,"-7.202493","0"
"2025-12-05 15:30:00",,"-7.201599","0"
"2025-12-05 15:45:00",,"-7.201802","0"
"2025-12-05 16:00:00",,"-7.201691","0"
"2025-12-05 16:15:00",,"-7.202091","0"
"2025-12-05 16:30:00",,"-7.203172","0"
"2025-12-05 16:45:00",,"-7.202098","0"
"2025-12-05 17:00:00",,"-7.202902","0"
"2025-12-05 17:15:00",,"-7.203649","0"
"2025-12-05 17:30:00",,"-7.204214","0"
"2025-12-05 17:45:00",,"-7.204309","0"
"2025-12-05 18:00:00",,"-7.204852","0"
"2025-12-05 18:15:00",,"-7.206421","0"
"2025-12-05 18:30:00",,"-7.204589","0"
"2025-12-05 18:45:00",,"-7.204454","0"
"2025-12-05 19:00:00",,"-7.206945","0"
"2025-12-05 19:15:00",,"-7.20613","0"
"2025-12-05 19:30:00",,"-7.208524","0"
"2025-12-05 19:45:00",,"-7.208905","0"
"2025-12-05 20:00:00",,"-7.210555","0"
"2025-12-05 20:15:00",,"-7.213487","0"
"2025-12-05 20:30:00",,"-7.213496","0"
"2025-12-05 20:45:00",,"-7.214115","0"
"2025-12-05 21:00:00",,"-7.215971","0"
"2025-12-05 21:15:00",,"-7.216759","0"
"2025-12-05 21:30:00",,"-7.218433","0"
"2025-12-05 21:45:00",,"-7.21933","0"
"2025-12-05 22:00:00",,"-7.21848","0"
"2025-12-05 22:15:00",,"-7.221544","0"
"2025-12-05 22:30:00",,"-7.22296","0"
"2025-12-05 22:45:00",,"-7.219481","0"
"2025-12-05 23:00:00",,"-7.220531","0"
"2025-12-05 23:15:00",,"-7.222133","0"
"2025-12-05 23:30:00",,"-7.220927","0"
"2025-12-05 23:45:00",,"-7.220546","0"
"2025-12-06 00:00:00",,"-7.221897","0"
"2025-12-06 00:15:00",,"-7.223713","0"
"2025-12-06 00:30:00",,"-7.222503","0"
"2025-12-06 00:45:00",,"-7.225587","0"
"2025-12-06 01:00:00",,"-7.227961","0"
"2025-12-06 01:15:00",,"-7.22817","0"
"2025-12-06 01:30:00",,"-7.226558","0"
"2025-12-06 01:45:00",,"-7.226768","0"
"2025-12-06 02:00:00",,"-7.230345","0"
"2025-12-06 02:15:00",,"-7.232485","0"
"2025-12-06 02:30:00",,"-7.232364","0"
"2025-12-06 02:45:00",,"-7.233422","0"
"2025-12-06 03:00:00",,"-7.232646","0"
"2025-12-06 03:15:00",,"-7.232806","0"
"2025-12-06 03:30:00",,"-7.234996","0"
"2025-12-06 03:45:00",,"-7.236632","0"
"2025-12-06 04:00:00",,"-7.23089","0"
"2025-12-06 04:15:00",,"-7.221398","0"
"2025-12-06 04:30:00",,"-7.210739","0"
"2025-12-06 04:45:00",,"-7.203301","0"
"2025-12-06 05:00:00",,"-7.198163","0"
"2025-12-06 05:15:00",,"-7.192726","0"
"2025-12-06 05:30:00",,"-7.190244","0"
"2025-12-06 05:45:00",,"-7.19082","0"
"2025-12-06 06:00:00",,"-7.188296","0"
"2025-12-06 06:15:00",,"-7.1928","0"
"2025-12-06 06:30:00",,"-7.191978","0"
"2025-12-06 06:45:00",,"-7.192047","0"
"2025-12-06 07:00:00",,"-7.192435","0"
"2025-12-06 07:15:00",,"-7.194847","0"
"2025-12-06 07:30:00",,"-7.196328","0"
"2025-12-06 07:45:00",,"-7.202121","0"
"2025-12-06 08:00:00",,"-7.200464","0"
"2025-12-06 08:15:00",,"-7.200998","0"
"2025-12-06 08:30:00",,"-7.200765","0"
"2025-12-06 08:45:00",,"-7.200298","0"
"2025-12-06 09:00:00",,"-7.199757","0"
"2025-12-06 09:15:00",,"-7.201908","0"
"2025-12-06 09:30:00",,"-7.20122","0"
"2025-12-06 09:45:00",,"-7.202345","0"
"2025-12-06 10:00:00",,"-7.200887","0"
"2025-12-06 10:15:00",,"-7.204182","0"
"2025-12-06 10:30:00",,"-7.201531","0"
"2025-12-06 10:45:00",,"-7.200201","0"
"2025-12-06 11:00:00",,"-7.19624","0"
"2025-12-06 11:15:00",,"-7.195765","0"
"2025-12-06 11:30:00",,"-7.197449","0"
"2025-12-06 11:45:00",,"-7.196238","0"
"2025-12-06 12:00:00",,"-7.19463","0"
"2025-12-06 12:15:00",,"-7.190834","0"
"2025-12-06 12:30:00",,"-7.18755","0"
"2025-12-06 12:45:00",,"-7.180686","0"
"2025-12-06 13:00:00",,"-7.169514","0"
"2025-12-06 13:15:00",,"-7.158356","0"
"2025-12-06 13:30:00",,"-7.143394","0"
"2025-12-06 13:45:00",,"-7.131225","0"
"2025-12-06 14:00:00",,"-7.124841","0"
"2025-12-06 14:15:00",,"-7.118824","0"
"2025-12-06 14:30:00",,"-7.113697","0"
"2025-12-06 14:45:00",,"-7.110633","0"
"2025-12-06 15:00:00",,"-7.106453","0"
"2025-12-06 15:15:00",,"-7.103475","0"
"2025-12-06 15:30:00",,"-7.102834","0"
"2025-12-06 15:45:00",,"-7.103332","0"
"2025-12-06 16:00:00",,"-7.102999","0"
"2025-12-06 16:15:00",,"-7.102525","0"
"2025-12-06 16:30:00",,"-7.102876","0"
"2025-12-06 16:45:00",,"-7.100152","0"
"2025-12-06 17:00:00",,"-7.097897","0"
"2025-12-06 17:15:00",,"-7.097804","0"
"2025-12-06 17:30:00",,"-7.098562","0"
"2025-12-06 17:45:00",,"-7.09481","0"
"2025-12-06 18:00:00",,"-7.093835","0"
"2025-12-06 18:15:00",,"-7.090089","0"
"2025-12-06 18:30:00",,"-7.08532","0"
"2025-12-06 18:45:00",,"-7.078987","0"
"2025-12-06 19:00:00",,"-7.076142","0"
